id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews
Hospital #1825,Chennai,Tamilnadu,Chennai,17000.0,12.896134063862108,80.1577694691995,3.9,158
Hospital #1826,Chennai,Tamilnadu,Chennai,17000.0,13.07530854365524,80.1162926344753,3.9,289
Hospital #1827,Chennai,Tamilnadu,Chennai,17000.0,13.059173171848109,80.21531044623698,4.7,2099
Hospital #1828,Chennai,Tamilnadu,Chennai,17000.0,13.151841429519044,80.14606075716927,3.6,128
Hospital #1829,Chennai,Tamilnadu,Chennai,17000.0,12.84165968033998,80.36469607564652,3.9,8
Hospital #1830,Chennai,Tamilnadu,Chennai,17000.0,13.131467352138475,80.33221866547521,3.7,75
Hospital #1831,Chennai,Tamilnadu,Chennai,17000.0,12.834736135323343,80.07347009276725,2.7,82
Hospital #1832,Chennai,Tamilnadu,Chennai,17000.0,13.250507234510494,80.16419541522238,4.0,41
Hospital #1833,Chennai,Tamilnadu,Chennai,17000.0,13.037020961128285,80.3125557093081,3.5,155
Hospital #1834,Chennai,Tamilnadu,Chennai,17000.0,13.093898728987234,80.23366038125214,4.2,217
Hospital #1835,Chennai,Tamilnadu,Chennai,17000.0,12.94185816047177,80.22167057045459,4.5,359
Hospital #1836,Chennai,Tamilnadu,Chennai,17000.0,12.932732361236404,80.250763288354,4.3,69
Hospital #1837,Chennai,Tamilnadu,Chennai,17000.0,12.932537995700295,80.10450844952837,4.4,5954
Hospital #1838,Chennai,Tamilnadu,Chennai,17000.0,13.164631404296433,80.20128156950365,4.0,146
Hospital #1839,Chennai,Tamilnadu,Chennai,17000.0,13.06980309536139,80.21967818194443,4.2,281
Hospital #1840,Chennai,Tamilnadu,Chennai,17000.0,13.07826630500977,80.17683382449749,4.5,26
Hospital #1841,Chennai,Tamilnadu,Chennai,17000.0,13.26320694302509,80.10976246436243,3.4,53
Hospital #1842,Chennai,Tamilnadu,Chennai,17000.0,12.794524343337152,80.0197289375273,3.9,22
Hospital #1843,Chennai,Tamilnadu,Chennai,17000.0,12.961925501243094,80.146410637474,4.6,644
Hospital #1844,Chennai,Tamilnadu,Chennai,17000.0,13.037393844090222,80.24842981004582,4.7,11375
Hospital #1845,Chennai,Tamilnadu,Chennai,17000.0,13.07933413806828,80.26833861927824,4.5,1243
Hospital #1846,Chennai,Tamilnadu,Chennai,17000.0,12.836752719606077,80.28388989076392,3.2,20
Hospital #1847,Chennai,Tamilnadu,Chennai,17000.0,13.027286052740456,80.27425261188192,3.7,100
Hospital #1848,Chennai,Tamilnadu,Chennai,17000.0,12.90894537921583,80.20750124988047,3.6,108
Hospital #1849,Chennai,Tamilnadu,Chennai,17000.0,13.00702387987003,80.13428650448768,3.9,91
Hospital #1850,Chennai,Tamilnadu,Chennai,17000.0,13.073662093352656,80.20492371810808,3.7,149
Hospital #1851,Chennai,Tamilnadu,Chennai,17000.0,13.094732731510732,80.20346311998027,4.1,261
Hospital #1852,Chennai,Tamilnadu,Chennai,17000.0,13.164159174372486,80.0755388039183,3.5,535
Hospital #1853,Chennai,Tamilnadu,Chennai,17000.0,13.097164556963875,80.18896671073166,4.8,3856
Hospital #1854,Chennai,Tamilnadu,Chennai,17000.0,13.03979932515582,80.21194925431101,2.6,113
Hospital #1855,Chennai,Tamilnadu,Chennai,17000.0,13.10829462817501,80.20901771724309,4.6,660
Hospital #1856,Chennai,Tamilnadu,Chennai,17000.0,13.260526513606532,80.31105857123646,3.9,108
Hospital #1857,Chennai,Tamilnadu,Chennai,17000.0,13.108081272160153,80.25878861883692,4.7,3382
Hospital #1858,Chennai,Tamilnadu,Chennai,17000.0,13.106219714256628,80.21641563794859,3.1,232
Hospital #1859,Chennai,Tamilnadu,Chennai,17000.0,12.950038347829445,80.12936505174133,4.6,6598
Hospital #1860,Chennai,Tamilnadu,Chennai,17000.0,13.111489400950385,80.4274001368211,3.6,50
Hospital #1861,Chennai,Tamilnadu,Chennai,17000.0,12.986279575224476,80.24236522118909,4.3,423
Hospital #1862,Chennai,Tamilnadu,Chennai,17000.0,13.07422207661357,80.16455511275984,4.1,809
Hospital #1863,Chennai,Tamilnadu,Chennai,17000.0,13.063049184691824,80.13515489576106,4.3,265
Hospital #1864,Chennai,Tamilnadu,Chennai,17000.0,13.049130993371982,80.34827648079185,3.6,86
Hospital #1865,Chennai,Tamilnadu,Chennai,17000.0,12.946140391690516,80.29711363948813,4.4,39
Hospital #1866,Chennai,Tamilnadu,Chennai,17000.0,13.082909188125504,80.42066760739606,3.0,104
Hospital #1867,Chennai,Tamilnadu,Chennai,17000.0,13.027487793924864,80.19674549540792,3.3,90
Hospital #1868,Chennai,Tamilnadu,Chennai,17000.0,13.058864646315342,80.20601876156651,3.1,268
Hospital #1869,Chennai,Tamilnadu,Chennai,17000.0,12.939485675717403,80.22280445717483,4.2,117
Hospital #1870,Chennai,Tamilnadu,Chennai,17000.0,12.9319987310741,80.08832396023604,4.1,229
Hospital #1871,Chennai,Tamilnadu,Chennai,17000.0,13.138326452010189,80.32252161134956,2.9,90
Hospital #1872,Chennai,Tamilnadu,Chennai,17000.0,13.18889286617447,80.41669093034726,3.6,80
Hospital #1873,Chennai,Tamilnadu,Chennai,17000.0,12.878819431282214,80.25540327424844,3.2,78
Hospital #1874,Chennai,Tamilnadu,Chennai,17000.0,13.377377717157849,80.03355204137664,2.3,45
Hospital #1875,Chennai,Tamilnadu,Chennai,17000.0,13.168701624944266,80.24960788437463,3.6,35
Hospital #1876,Chennai,Tamilnadu,Chennai,17000.0,13.01701725001942,80.19190967565123,3.8,1122
Hospital #1877,Chennai,Tamilnadu,Chennai,17000.0,13.08288791727544,80.21709465637596,4.1,818
Hospital #1878,Chennai,Tamilnadu,Chennai,17000.0,12.990680489918628,80.19989160327323,4.1,365
Hospital #1879,Chennai,Tamilnadu,Chennai,17000.0,13.034175145938336,80.23964559376154,3.9,121
Hospital #1880,Chennai,Tamilnadu,Chennai,17000.0,13.105028824864114,80.17629980938966,3.4,121
Hospital #1881,Chennai,Tamilnadu,Chennai,17000.0,13.006660234292983,80.2026643374702,4.1,604
Hospital #1882,Chennai,Tamilnadu,Chennai,17000.0,13.0869054837042,80.27947319311818,4.9,282
Hospital #1883,Chennai,Tamilnadu,Chennai,17000.0,13.189388329909836,80.25665797795867,4.2,965
Hospital #1884,Chennai,Tamilnadu,Chennai,17000.0,13.096699481123656,80.21455353187416,3.2,38
Hospital #1885,Chennai,Tamilnadu,Chennai,17000.0,13.035515080547883,80.22634426945572,4.6,1634
Hospital #1886,Chennai,Tamilnadu,Chennai,17000.0,13.107573789462432,80.24881420042162,4.1,268
Hospital #1887,Chennai,Tamilnadu,Chennai,17000.0,13.064728828077495,80.24130333488338,4.4,785
Hospital #1888,Chennai,Tamilnadu,Chennai,17000.0,13.026099252140751,80.16734328967468,4.2,684
Hospital #1889,Chennai,Tamilnadu,Chennai,17000.0,13.039128560867198,80.16265643931203,3.5,184
Hospital #1890,Chennai,Tamilnadu,Chennai,17000.0,13.024442783711834,80.22896034151015,4.3,2281
Hospital #1891,Chennai,Tamilnadu,Chennai,17000.0,12.981229979208283,80.22133996195362,4.5,1353
Hospital #1892,Chennai,Tamilnadu,Chennai,17000.0,12.990544135343804,80.17799349083019,4.5,413
Hospital #1893,Chennai,Tamilnadu,Chennai,17000.0,13.066801254699527,80.25089761533889,4.1,243
Hospital #1894,Chennai,Tamilnadu,Chennai,17000.0,12.985040959029376,80.2104737518876,4.2,201
Hospital #1895,Chennai,Tamilnadu,Chennai,17000.0,12.980307942295354,80.20893740938331,4.6,6627
Hospital #1896,Chennai,Tamilnadu,Chennai,17000.0,13.03527176935886,80.2599329548608,4.9,2733
Hospital #1897,Chennai,Tamilnadu,Chennai,17000.0,13.072181390152888,80.18896728900624,4.7,2100
Hospital #1898,Chennai,Tamilnadu,Chennai,17000.0,13.150288094024347,80.1917130067158,4.6,1199
Hospital #1899,Chennai,Tamilnadu,Chennai,17000.0,12.982024549453314,80.26226206631695,4.2,42
Hospital #1900,Chennai,Tamilnadu,Chennai,17000.0,13.081442081416476,80.13980760332248,4.1,229
Hospital #1901,Chennai,Tamilnadu,Chennai,17000.0,13.02592981827354,80.15136312671751,4.4,815
Hospital #1902,Chennai,Tamilnadu,Chennai,17000.0,13.102542569046111,80.34422433749073,3.9,289
Hospital #1903,Chennai,Tamilnadu,Chennai,17000.0,13.094434716004926,80.23620818618518,4.8,2401
Hospital #1904,Chennai,Tamilnadu,Chennai,17000.0,12.9799291609038,80.22598989282767,4.3,1205
Hospital #1905,Chennai,Tamilnadu,Chennai,17000.0,12.928087043395482,80.15761525015297,4.3,172
Hospital #1906,Chennai,Tamilnadu,Chennai,17000.0,13.06664094880389,80.19164329892025,4.6,2480
Hospital #1907,Chennai,Tamilnadu,Chennai,17000.0,12.968623570383894,80.2382963135038,4.7,1310
Hospital #1908,Chennai,Tamilnadu,Chennai,17000.0,13.069473659854552,80.0829823791538,4.6,1979
Hospital #1909,Chennai,Tamilnadu,Chennai,17000.0,13.118786649973313,80.22821326178392,4.7,1615
Hospital #1910,Chennai,Tamilnadu,Chennai,17000.0,13.144312109710391,80.29766394524121,3.3,160
Hospital #1911,Chennai,Tamilnadu,Chennai,17000.0,13.059516427389742,80.18052892369914,4.6,675
Hospital #1912,Chennai,Tamilnadu,Chennai,17000.0,13.07105241872593,80.20062180431626,4.7,2100
Hospital #1913,Chennai,Tamilnadu,Chennai,17000.0,13.018977329062103,80.14541112511803,4.2,201
Hospital #1914,Chennai,Tamilnadu,Chennai,17000.0,13.092692508177484,80.18775314242832,4.5,1397
Hospital #1915,Chennai,Tamilnadu,Chennai,17000.0,12.935517878225792,80.17338409791807,4.2,348
Hospital #1916,Chennai,Tamilnadu,Chennai,17000.0,12.973989220575536,80.2094265929315,4.0,314
Hospital #1917,Chennai,Tamilnadu,Chennai,17000.0,13.122379978101517,80.15041553251079,4.1,229
Hospital #1918,Chennai,Tamilnadu,Chennai,17000.0,13.083656815721834,80.16306369341446,4.7,335
Hospital #1919,Chennai,Tamilnadu,Chennai,17000.0,12.900555971753398,80.233402054185,3.6,305
Hospital #1920,Chennai,Tamilnadu,Chennai,17000.0,13.047360692507777,80.24719878975768,3.6,305
Hospital #1921,Chennai,Tamilnadu,Chennai,17000.0,13.126580337698734,80.26399091959594,3.7,164
Hospital #1922,Chennai,Tamilnadu,Chennai,17000.0,12.994278248844845,80.17348271613655,4.3,284
Hospital #1923,Chennai,Tamilnadu,Chennai,17000.0,13.016965943802674,80.10281320899136,4.3,991
Hospital #1924,Chennai,Tamilnadu,Chennai,17000.0,12.83888095581598,80.16869827299939,4.1,261
Hospital #1925,Chennai,Tamilnadu,Chennai,17000.0,13.079204622772952,80.23177818185111,4.6,7436
Hospital #1926,Chennai,Tamilnadu,Chennai,17000.0,12.900119486700092,80.22025304320223,4.7,769
Hospital #1927,Chennai,Tamilnadu,Chennai,17000.0,12.929142351694672,80.2439421209749,4.3,257
Hospital #1928,Chennai,Tamilnadu,Chennai,17000.0,13.001382064430825,80.17352232726653,4.3,105
Hospital #1929,Coimbatore,Tamilnadu,Coimbatore,748.0,11.124474303428215,76.92308468218621,4.2,199
Hospital #1930,Coimbatore,Tamilnadu,Coimbatore,748.0,11.07331689951555,76.85800190142247,3.9,307
Hospital #1931,Coimbatore,Tamilnadu,Coimbatore,748.0,10.983782398343216,76.84395188328507,3.8,761
Hospital #1932,Coimbatore,Tamilnadu,Coimbatore,748.0,11.09038285544844,76.95083950726207,4.1,562
Hospital #1933,Coimbatore,Tamilnadu,Coimbatore,748.0,11.047143927112035,76.94359506744372,3.4,153
Hospital #1934,Coimbatore,Tamilnadu,Coimbatore,748.0,10.98540148651528,76.9206052648036,2.9,54
Hospital #1935,Coimbatore,Tamilnadu,Coimbatore,748.0,10.99866140487071,76.99351140900451,4.2,2741
Hospital #1936,Coimbatore,Tamilnadu,Coimbatore,748.0,11.105644335403737,76.83312934365237,4.1,129
Hospital #1937,Coimbatore,Tamilnadu,Coimbatore,748.0,10.986201229341606,76.95729923760427,4.8,5926
Hospital #1938,Coimbatore,Tamilnadu,Coimbatore,748.0,11.042816880411294,76.99395345054273,3.2,1576
Hospital #1939,Coimbatore,Tamilnadu,Coimbatore,748.0,11.07166341511427,76.72099926539656,2.7,112
Hospital #1940,Coimbatore,Tamilnadu,Coimbatore,748.0,11.037380870841677,77.02236063759695,3.5,2073
Hospital #1941,Coimbatore,Tamilnadu,Coimbatore,748.0,9.305220018681196,78.87877062459685,3.3,44
Hospital #1942,Coimbatore,Tamilnadu,Coimbatore,748.0,9.36384066861972,78.81704108034313,4.8,67
Hospital #1943,Coimbatore,Tamilnadu,Coimbatore,748.0,11.036765045864882,76.90283586581134,4.8,544
Hospital #1944,Coimbatore,Tamilnadu,Coimbatore,748.0,10.908638715650332,77.19378155595624,3.5,102
Hospital #1945,Coimbatore,Tamilnadu,Coimbatore,748.0,11.088368565292871,76.92012459134159,4.1,325
Hospital #1946,Coimbatore,Tamilnadu,Coimbatore,748.0,11.110297625760282,77.01442108615801,4.4,314
Hospital #1947,Coimbatore,Tamilnadu,Coimbatore,748.0,10.739075062131032,76.97706002292304,3.3,74
Hospital #1948,Coimbatore,Tamilnadu,Coimbatore,748.0,10.993705189453877,77.1519436697456,3.4,132
Hospital #1949,Coimbatore,Tamilnadu,Coimbatore,748.0,11.021687705998684,77.01944836235819,4.0,2082
Hospital #1950,Coimbatore,Tamilnadu,Coimbatore,748.0,10.93050510208137,76.86481440288664,4.1,188
Hospital #1951,Coimbatore,Tamilnadu,Coimbatore,748.0,10.965622148880009,77.08119502503794,4.1,652
Hospital #1952,Coimbatore,Tamilnadu,Coimbatore,748.0,11.056886316007333,77.09513584638432,4.6,5519
Hospital #1953,Coimbatore,Tamilnadu,Coimbatore,748.0,11.006460831777158,76.96293776663545,4.4,1694
Hospital #1954,Coimbatore,Tamilnadu,Coimbatore,748.0,10.944696438832173,76.82837768257853,4.2,76
Hospital #1955,Coimbatore,Tamilnadu,Coimbatore,748.0,11.017538423504815,76.777926448003,3.3,241
Hospital #1956,Coimbatore,Tamilnadu,Coimbatore,748.0,11.044478378714269,76.93465168907186,4.1,229
Hospital #1957,Cuddalore,Tamilnadu,Cuddalore,702.0,11.705866954168648,79.7083072597353,2.9,78
Hospital #1958,Erode,Tamilnadu,Erode,397.0,11.355731095064172,77.72015678139577,4.7,895
Hospital #1959,Erode,Tamilnadu,Erode,397.0,11.409644804998056,77.81326732742949,4.1,229
Hospital #1960,Erode,Tamilnadu,Erode,397.0,11.312918635598855,77.74655713241278,4.0,401
Hospital #1961,Erode,Tamilnadu,Erode,397.0,11.301652154112,77.7454603674892,4.7,812
Hospital #1962,Hosur,Tamilnadu,Krishnagiri,370.0,12.744472746581245,77.80532260692276,4.4,310
Hospital #1963,Hosur,Tamilnadu,Krishnagiri,370.0,12.899479414986931,79.82205424154664,2.0,4
Hospital #1964,Kanchipuram,Tamilnadu,Kanchipuram,704.0,12.904114503572323,80.03034561046296,4.5,174
Hospital #1965,Kanyakumari,Tamilnadu,Kanyakumari,1106.0,10.086975341722706,78.73657486956311,3.8,69
Hospital #1966,Karaikudi,Tamilnadu,Sivaganga,324.0,10.080092762349842,78.69978886302856,4.8,4422
Hospital #1967,Karur,Tamilnadu,Karur,371.0,10.925390886899365,77.97820233384765,4.6,253
Hospital #1968,Karur,Tamilnadu,Karur,371.0,10.965261775667493,78.09204863823176,4.8,5174
Hospital #1969,Madurai,Tamilnadu,Madurai,823.0,9.939013820762074,78.12390625316371,4.3,1414
Hospital #1970,Madurai,Tamilnadu,Madurai,823.0,9.930477725954212,78.13744616899568,4.7,20771
Hospital #1971,Madurai,Tamilnadu,Madurai,823.0,9.930082353387837,78.14781752149008,4.3,210
Hospital #1972,Madurai,Tamilnadu,Madurai,823.0,10.066372090720051,77.98979752000473,4.5,4
Hospital #1973,Madurai,Tamilnadu,Madurai,823.0,9.972990490165344,78.1434941572062,4.1,234
Hospital #1974,Madurai,Tamilnadu,Madurai,823.0,9.992979252741588,78.12667630175481,4.0,372
Hospital #1975,Madurai,Tamilnadu,Madurai,823.0,9.871940309507533,78.14147649113104,4.5,641
Hospital #1976,Madurai,Tamilnadu,Madurai,823.0,9.943742602025663,78.12284083191793,4.2,62
Hospital #1977,Madurai,Tamilnadu,Madurai,823.0,9.949836262369269,78.16287698348978,4.3,2057
Hospital #1978,Madurai,Tamilnadu,Madurai,823.0,9.8765063037625,78.08590958905108,3.7,68
Hospital #1979,Madurai,Tamilnadu,Madurai,823.0,10.02731749154535,78.07017958185592,5.0,1
Hospital #1980,Madurai,Tamilnadu,Madurai,823.0,9.96323004135407,78.10811694932795,4.9,422
Hospital #1981,Madurai,Tamilnadu,Madurai,823.0,9.896561619182904,78.09626719318419,3.8,15
Hospital #1982,Madurai,Tamilnadu,Madurai,823.0,10.07814309718768,78.06187230690112,3.2,7
Hospital #1983,Marthandam,Tamilnadu,Kanyakumari,1106.0,8.149180190132999,77.41312775491309,3.8,134
Hospital #1984,Nagercoil,Tamilnadu,Kanyakumari,1106.0,8.194979784989318,77.37822172153508,3.9,489
Hospital #1985,Nagercoil,Tamilnadu,Kanyakumari,1106.0,8.322551610729874,77.21715390415251,5.0,3
Hospital #1986,Nagercoil,Tamilnadu,Kanyakumari,1106.0,8.174857127447332,77.41556291425789,4.7,698
Hospital #1987,Nagercoil,Tamilnadu,Kanyakumari,1106.0,8.195444507059925,77.41102751323785,4.8,740
Hospital #1988,Namakkal,Tamilnadu,Namakkal,506.0,11.329114852953794,78.15037349539317,4.0,120
Hospital #1989,Namakkal,Tamilnadu,Namakkal,506.0,11.285418746533388,78.01432905203048,3.3,61
Hospital #1990,Namakkal,Tamilnadu,Namakkal,506.0,11.038568975522384,78.23573053367535,4.7,25
Hospital #1991,Ooty,Tamilnadu,Nilgiris,288.0,11.4009375,76.6991179,4.5,1154
Hospital #1992,Pollachi,Tamilnadu,Coimbatore,748.0,10.725191472960976,76.81627342614556,4.9,3
Hospital #1993,Pollachi,Tamilnadu,Coimbatore,748.0,10.67015847944041,76.9993292232717,4.5,511
Hospital #1994,Pollachi,Tamilnadu,Coimbatore,748.0,10.677101094808297,77.01087919674023,3.8,147
Hospital #1995,Pudukkottai,Tamilnadu,Pudukkottai,348.0,10.3764375,78.8222429,4.7,1452
Hospital #1996,Salem,Tamilnadu,Salem,663.0,11.597236114663753,77.93108575577611,3.6,65
Hospital #1997,Salem,Tamilnadu,Salem,663.0,11.657328431807386,78.13337469201545,4.9,2260
Hospital #1998,Salem,Tamilnadu,Salem,663.0,11.669116944550687,78.2778081910936,2.9,223
Hospital #1999,Salem,Tamilnadu,Salem,663.0,11.634590953116607,78.12343070309844,4.3,1916
Hospital #2000,Salem,Tamilnadu,Salem,663.0,11.718552219269814,78.14095402793929,4.0,644
Hospital #2001,Salem,Tamilnadu,Salem,663.0,11.65889722783379,78.1729452293784,4.5,2200
Hospital #2002,Salem,Tamilnadu,Salem,663.0,11.498743293863132,78.25686289659511,2.9,275
Hospital #2003,Salem,Tamilnadu,Salem,663.0,11.678499447815494,78.13639224434198,3.0,228
Hospital #2004,Salem,Tamilnadu,Salem,663.0,11.63785773586898,78.09583584980297,4.5,330
Hospital #2005,Salem,Tamilnadu,Salem,663.0,11.659537624879375,78.13528879457496,3.8,125
Hospital #2006,Salem,Tamilnadu,Salem,663.0,11.597320461632982,78.17444073558889,4.6,113
Hospital #2007,Salem,Tamilnadu,Salem,663.0,11.70566678653957,78.12069715493884,3.9,223
Hospital #2008,Salem,Tamilnadu,Salem,663.0,11.704839656082626,78.1719595639288,4.3,326
Hospital #2009,Sivakasi,Tamilnadu,Virudhunagar,454.0,9.4529375,77.7993679,4.6,5
Hospital #2010,Thanjavur,Tamilnadu,Thanjavur,691.0,10.751904030780937,79.10158697301918,4.5,2547
Hospital #2011,Thanjavur,Tamilnadu,Thanjavur,691.0,10.797622867894852,79.11306555661443,3.9,590
Hospital #2012,Theni,Tamilnadu,Theni,433.0,9.7296875,77.2831179,4.4,30
Hospital #2013,Tirunelveli,Tamilnadu,Tirunelveli,433.0,8.7109375,77.7239929,3.5,16
Hospital #2014,Tiruppur,Tamilnadu,Tiruppur,476.0,11.169455223376978,77.30550105286738,3.5,177
Hospital #2015,Tiruppur,Tamilnadu,Tiruppur,476.0,11.5777440747511,78.10142903415097,2.5,35
Hospital #2016,Tiruppur,Tamilnadu,Tiruppur,476.0,11.111880222834753,77.27072859628869,4.2,954
Hospital #2017,Tiruvannamalai,Tamilnadu,Tiruvannamalai,399.0,12.2290625,79.0636179,3.4,50
Hospital #2018,Trichy,Tamilnadu,Tiruchirappalli,602.0,10.811309004640272,78.67647261882539,4.6,1497
Hospital #2019,Trichy,Tamilnadu,Tiruchirappalli,602.0,10.909191306212572,78.72334617690987,3.7,33
Hospital #2020,Trichy,Tamilnadu,Tiruchirappalli,602.0,10.85159444323746,78.71487752298037,3.4,54
Hospital #2021,Trichy,Tamilnadu,Tiruchirappalli,602.0,10.836631773636888,78.61646881866776,4.1,128
Hospital #2022,Tuticorin,Tamilnadu,Thoothukudi,378.0,8.846751738456675,78.1232987673502,3.9,257
Hospital #2023,Tuticorin,Tamilnadu,Thoothukudi,378.0,8.83507849371869,78.11993768590918,4.1,229
Hospital #2024,Tuticorin,Tamilnadu,Thoothukudi,378.0,8.799066150615612,78.14783026991783,4.7,464
Hospital #2025,Vellore,Tamilnadu,Vellore,776.0,12.8704375,79.0873679,4.4,2446
